plotnumber,sourceyr,ecoregion,ecoregion_title,ecodistr,ecodistr_title,ecosite,ecosite_title,ecosite_soil_component,mean_tree_age_year,dominanttree,dominantshrub,dominantherb,dominantcryptogam,laivascular,laitotal,position,slope_position_title,aspect,aspect_cardinal,slope,slope_class_degrees_title,drainage,drainage_title,seepage,elevation_m,mr,soil_moisture_class_title,pm,parent_material_title,order_soil,soil_order_title,grgroup,soil_great_group_title,subgrp,soil_subgroup_title,cf_percent_120,particlesizeclassname_dom_0_30,depth_to_bedrock_cm,depth_to_water_table_cm,depth_to_root_restricting_cm,depth_of_organic_matter_cm,total_live_cover_percent,unknown_taxa_total_cover_percent,number_of_taxa_after_transform,calcareous_0_30,leaf_litter,needle_litter,rock,soil,water,woody_debris,broadleaf_tree,needleleaf_tree,broadleaf_overstory_tree,broadleaf_sapling,broadleaf_seedling,needleleaf_overstory_tree,needleleaf_sapling,needleleaf_seedling,shrub_cover,floating_aquatic_cover,forbs_and_graminoids,bryophytes_and_lichens,submerged_aquatic
1604,2001,TS,Taiga Shield,A4,Striding River Upland,TS2,Jack pine - black spruce/lichen,Moderately dry sand,29,PINUBAN,VACCVIT,EPILANG,CLADSPP,78.13,119.63,1,Crest,999,L,1,0 – 0.5 degrees,1,Very rapid,0,426,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,68,Sandy,NA,NA,NA,1,124.53,6.5,32,non-calcareous,44,11.5,6.5,0,0,28.75,3,38.13,0,3,0.01,0,37.81,0.51,23.5,0,0.75,56.25,0
1605,2001,TS,Taiga Shield,A4,Striding River Upland,TS2,Jack pine - black spruce/lichen,Moderately dry sand,27,PINUBAN,VACCVIT,GEOCLIV,CLADSPP,153.07,156.87,2,Upper Slope,356,N,3,2.0 – 5.0 degrees,2,Rapid,0,451,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,20,Sandy,NA,NA,NA,8,142.26,3.51,27,non-calcareous,20,1.75,10,0,0,5.25,27.24,31.61,10,18.75,0.5,10,20.01,5,48.03,0,2.25,18,0
1608,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,62,PICEMAR,VACCVIT,NA,PLEUSCH,45.3,147.25,5,Toe Slope,96,E,2,0.5 – 2.0 degrees,5,Imperfect,0,421,8,Very Moist,5,Glacial-lacustrine,6,Regosolic,10,"Regosol	",GLE,Gleyed ,10,Fine-Clayey,NA,NA,NA,8,153.5,3,23,non-calcareous,44,0.5,0,0,0,3,3,36,0,3,0,20,20,0,1.25,0,0,100,0
1609,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,51.25,PICEMAR,LEDUGRO,NA,PLEUSCH,72.92,166.22,7,Level,152,S,1,0 – 0.5 degrees,4,Moderately well,0,406,4,Fresh,5,Glacial-lacustrine,4,Luvisolic,7,"Gray						",ORT,Orthic,0,Fine-Clayey,NA,NA,NA,10,172.02,3,27,non-calcareous,0.5,1.75,0,0,0,20.25,0.5,56.35,0,0.5,0,39.38,28,0,1.26,0,0,99.75,0
1610,2002,BS,Boreal Shield,C12,Wheeler Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,80.5,PINUBAN,VACCMYR,GEOCLIV,CLADMIT,41.46,99.16,4,Lower Slope,178,S,2,0.5 – 2.0 degrees,4,Moderately well,0,440,6,Moderately Moist,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,72,Loamy,NA,NA,NA,5,109.01,0,28,non-calcareous,1.75,6.5,0.5,0,0,5.25,0,23.99,0,0,0,12.7,12.7,0.26,13.56,0,1.5,67,0
1611,2002,BS,Boreal Shield,C12,Wheeler Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,123,PINUBAN,VACCVIT,NA,CLADMIT,32.52,97.47,2,Upper Slope,293,W,3,2.0 – 5.0 degrees,2,Rapid,0,451,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,34,Sandy,NA,NA,NA,4,92.02,0,20,non-calcareous,0,11.5,0,0,0,6.5,0,28.01,0,0,0,10,20.01,0.01,1.5,0,0,60.5,0
1612,2002,BS,Boreal Shield,C12,Wheeler Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,143.5,PINUBAN,ARCTUVA,NA,CLADMIT,16.5,75.75,3,Mid Slope,272,W,4,5.0 – 9.0 degrees,2,Rapid,0,451,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,1,Sandy,NA,NA,NA,3,85.99,0,23,non-calcareous,0,11.5,0,6.5,0,23.75,0,11.79,0,0,0,10,0,1.99,3.47,0,0,70.5,0
1613,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,100.5,PINUBAN,VACCVIT,GEOCLIV,CLADSPP,52.9,71.9,1,Crest,999,L,2,0.5 – 2.0 degrees,2,Rapid,0,429,2,Moderately Dry,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,3,103.25,0.25,21,non-calcareous,0.5,87.5,0,0,0,10,0,43.75,0,0,0,37.5,10,0,4.46,0,1,50.25,0
1614,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,54.75,PICEMAR,VACCMYR,GOODREP,PLEUSCH,81.85,137.75,2,Upper Slope,75,E,2,0.5 – 2.0 degrees,1,Very rapid,0,428,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,88,Loamy,NA,NA,NA,17,152.75,0,35,non-calcareous,37.5,5.25,1.5,0,0,10,0.25,56.03,0,0.25,0,3.49,43.75,19,13.92,0,0.5,67.75,0
1615,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,33,PINUBAN,VACCMYR,PYROVIR,CLADMIT,103.055,157.655,7,Level,999,L,1,0 – 0.5 degrees,4,Moderately well,0,407,5,Very Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,2,168,0,22,non-calcareous,0.5,45.25,0,1.5,0,6.5,0,88.05,0,0,0,1.5,87.5,2.98,11.63,0,0.5,63.5,0
1616,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,35.5,PINUBAN,VACCMYR,NA,CLADSPP,68.85,136,3,Mid Slope,324,N,3,2.0 – 5.0 degrees,3,Well,0,420,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,69,Loamy,NA,NA,NA,4,149.45,0,26,non-calcareous,0.5,87.5,1.5,0,0,20,0,52.35,0,0,0,0,50,4.7,8.14,0,0,79,0
1617,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,89.5,PICEMAR,LEDUGRO,RUBUCHA,CLADMIT,202.15,232.7,5,Toe Slope,130,E,2,0.5 – 2.0 degrees,6,Poor,0,426,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,FER,Fera,66,Sandy,NA,38,NA,9,247.68,0,39,non-calcareous,0.25,0.25,0,0,0,0.5,0,27.75,0,0,0,3,20.4,6.43,93.58,0,4.5,64.5,0
1618,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,36,PINUBAN,VACCVIT,NA,CLADMIT,105.3,145,2,Upper Slope,298,W,2,0.5 – 2.0 degrees,2,Rapid,0,427,3,Moderately Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,5,152.5,0,21,non-calcareous,1.75,87.5,0,0,0,15,0,87.56,0,0,0,0,87.5,0.5,17.11,0,0,47,0
1619,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,48,PINUBAN,LEDUGRO,NA,PLEUSCH,167.715,238.215,3,Mid Slope,360,N,2,0.5 – 2.0 degrees,3,Well,0,418,4,Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,1,Loamy,NA,NA,NA,8,241.24,0,29,non-calcareous,11.5,20.25,0,0,0,6.5,0,64.87,0,0,0,36,37.81,11.73,57.21,0,0,80.75,0
1620,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,66,PICEMAR,VACCMYR,NA,PLEUSCH,103.95,215.2,3,Mid Slope,318,N,3,2.0 – 5.0 degrees,3,Well,0,429,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,68,Loamy,NA,NA,NA,3,205.25,1.5,21,non-calcareous,0.5,23.75,0,0,0,10,0,61.13,0,0,0,0.5,60.94,0,25.57,0,0,100,0
1622,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,59.25,PINUBAN,VACCVIT,LINNBOR,PLEUSCH,125.46,219.81,4,Lower Slope,223,S,7,> 30.0 degrees,1,Very rapid,0,441,2,Moderately Dry,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,6,Sandy,NA,NA,NA,8,224.76,0,31,non-calcareous,0.5,1.75,1.5,0,0,6.5,0,81.33,0,0,0,10,76.56,11.5,5.41,0,0.76,97,0
1623,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,69.5,PINUBAN,VACCVIT,GEOCLIV,CLADMIT,96.35,108,3,Mid Slope,130,E,6,15.0 – 30.0 degrees,2,Rapid,0,412,3,Moderately Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,6,118.25,0,21,non-calcareous,0.5,50,0,0,0,6.5,0,44.03,0,0,0,43.75,0.5,0,41.01,0,1.5,25.5,0
1624,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,37.16666794,PINUBAN,VACCVIT,NA,PLEUSCH,101.26,122.86,4,Lower Slope,20,N,2,0.5 – 2.0 degrees,3,Well,0,401,4,Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,57,Loamy,NA,NA,44,7,120.26,0,26,non-calcareous,15,28.75,0,0,0,28.75,10,30.16,0,10,0,20,12.7,0.01,39.08,0,0,33.5,0
1625,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS13,White birch - black spruce - trembling aspen,Moderately fresh sand,58.875,PICEMAR,VACCVIT,ARALNUD,BRYOSPP,231.98,239.48,4,Lower Slope,223,S,7,> 30.0 degrees,1,Very rapid,0,383,2,Moderately Dry,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,88,Sandy,NA,NA,NA,12,232.78,0,47,non-calcareous,37.5,11.5,0.25,0,0,15,32.26,61.2,12.7,22.4,0.01,50,22.4,0,60.89,0,22.5,21.25,0
1626,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,70.5,PINUBAN,VACCVIT,NA,CLADSPP,140.6,164.2,1,Crest,260,W,3,2.0 – 5.0 degrees,2,Rapid,0,417,2,Moderately Dry,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,9,Sandy,NA,NA,NA,3,168.57,0.25,25,non-calcareous,0.5,37.5,0,0,0,20,0,66.33,0,0,0,37.5,37.81,13.36,44.74,0,0,32.25,0
1627,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,65.5,PICEMAR,LEDUGRO,SCHIPUR,PLEUSCH,133.96,212.81,7,Level,999,L,1,0 – 0.5 degrees,5,Imperfect,0,488,8,Very Moist,3,Morainal,2,Gleysolic,5,Gleysol,ORT,Orthic,88,Loamy,NA,NA,NA,13,211.16,0,27,non-calcareous,3,1.75,0,0,0,0.5,0,54.18,0,0,0,20,37.81,7.9,45.84,0,0.51,88.25,0
1628,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,134.5,PINUBAN,EMPENIG,LYCOCLA,CLADMIT,99.3,162.05,7,Level,999,L,1,0 – 0.5 degrees,5,Imperfect,0,436,7,Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,29,Loamy,NA,95,NA,8,154.5,0,29,non-calcareous,0.5,10,0,0,0,6.5,0,32.42,0,0,0,12.7,22.4,0.25,39.45,0,0.5,71,0
1629,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS7,Black spruce/blueberry/lichen,Moderately dry sand,96,PICEMAR,LEDUGRO,NA,CLADSPP,96.35,162.25,4,Lower Slope,60,E,2,0.5 – 2.0 degrees,3,Well,0,426,4,Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,51,Loamy,NA,NA,NA,8,175.75,0,27,non-calcareous,5.25,3,3,0,0,20,3,43.75,0,3,0,0,43.75,0,40.46,0,0,78.25,0
1632,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,46.75,PICEMAR,LEDUGRO,EQUISYL,PLEUSCH,72.91,143.76,5,Toe Slope,999,L,1,0 – 0.5 degrees,5,Imperfect,1,449,8,Very Moist,5,Glacial-lacustrine,2,Gleysolic,5,Gleysol,FER,Fera,0,Loamy,NA,NA,NA,11,154.51,3,31,non-calcareous,5.25,3,1.5,0,0,0.5,0,15.75,0,0,0,12.7,3.49,0.01,48.47,0,1.25,81.25,0
1633,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS8,Black spruce - white birch/lichen,Moderately dry sandy loam,57.25,PICEMAR,LEDUGRO,GRAMSPP,BRYOSPP,136.6,145,2,Upper Slope,170,S,2,0.5 – 2.0 degrees,5,Imperfect,0,410,8,Very Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,14,Loamy,NA,NA,NA,10,154.22,1,30,non-calcareous,75,0.5,1.75,1.75,0,37.5,3,55.23,0,3,0,0,12.7,48.72,47.5,0,0,35.25,0
1634,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,104.5,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,175.65,265.6,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,444,9,Moderately Wet,7,Organic,1,Organic,2,Mesisol,TER,Terric,29,Organic Fibric,NA,45,NA,80,310,0.5,30,non-calcareous,6.5,0.5,0,0,0,48.75,0,37.66,0,0,0,0,37.5,0.25,81.5,0,38,100,0
1636,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS8,Black spruce - white birch/lichen,Moderately dry sandy loam,60.75,PICEMAR,LEDUGRO,NA,PLEUSCH,107.75,161.4,4,Lower Slope,130,E,3,2.0 – 5.0 degrees,5,Imperfect,1,457,7,Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,88,Loamy,NA,NA,NA,8,147.7,0.5,31,non-calcareous,6.5,11.5,1.75,0.25,0,6.5,3,26.44,0,3,0,5.91,12.7,10.45,53.97,0,0,47.25,0
1637,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,57.25,PICEMAR,ALNUCRI,NA,PLEUSCH,100.6,194.7,3,Mid Slope,310,W,4,5.0 – 9.0 degrees,4,Moderately well,0,407,4,Fresh,3,Morainal,4,Luvisolic,7,"Gray						",ORT,Orthic,72,Loamy,NA,NA,NA,9,203.23,0,30,non-calcareous,11.5,0.5,0,0,0,37.5,0.5,68.91,0,0.5,0,37.81,50,0,4.66,0,0,100,0
1638,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,72.875,PICEMAR,ALNUCRI,NA,PLEUSCH,112.8,201.85,3,Mid Slope,90,E,4,5.0 – 9.0 degrees,3,Well,0,416,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,82,Loamy,NA,NA,60,6,193.22,0,32,non-calcareous,10,6.5,0,0,0,6.5,5.91,54.44,0,5.91,0,43.75,19,0,20.97,0,0,98.5,0
1639,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,66,PICEMAR,ALNUCRI,GOODREP,PLEUSCH,90.81,151.06,3,Mid Slope,310,W,5,9.0 – 15.0 degrees,3,Well,0,410,4,Fresh,3,Morainal,4,Luvisolic,7,"Gray						",ORT,Orthic,74,Loamy,NA,NA,NA,12,164.75,0.505,34,non-calcareous,11.5,19,0,0,0,23.75,21.43,63.63,10,12.7,0,62.5,3,0,3.46,0,1.25,71.5,0
1640,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,19.5,PINUBAN,SALISPP,GRAMSPP,CLADSPP,136.86,162.61,7,Level,999,L,1,0 – 0.5 degrees,3,Well,0,419,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,76,Loamy,53,NA,53,5,154.52,11.25,18,non-calcareous,1.75,87.5,0,1.5,0,37.5,0.01,80.77,0,0,0.01,0,66.25,43.01,1.49,0,0,37.5,0
1641,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,55.5,PICEMAR,LEDUGRO,GRAMSPP,PLEUSCH,92.61,172.81,3,Mid Slope,130,E,2,0.5 – 2.0 degrees,3,Well,0,415,4,Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Loamy,NA,115,NA,16,181.25,0.005,26,non-calcareous,0.5,5.25,0,0.25,0,20,0,60.94,0,0,0,37.5,37.5,0,15.51,0,0,90,0
1642,2002,BS,Boreal Shield,C12,Wheeler Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,153,PINUBAN,ALNUCRI,GEOCLIV,CLADMIT,49.02,115.07,2,Upper Slope,21,N,3,2.0 – 5.0 degrees,3,Well,0,456,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,88,Loamy,NA,NA,NA,5,99.45,0,25,non-calcareous,0.5,20.25,3,0,0,3,0.01,22.03,0,0.01,0,3,10,10.69,16.8,0,0.5,57.5,0
1643,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,130,PICEMAR,LEDUGRO,EQUISYL,PLEUSCH,82.76,175.16,4,Lower Slope,336,N,3,2.0 – 5.0 degrees,3,Well,1,394,4,Fresh,5,Glacial-lacustrine,4,Luvisolic,7,"Gray						",ORT,Orthic,0,Loamy,NA,NA,NA,13,174.9,3.25,30,non-calcareous,1.75,0.5,0,0,0,11.5,0.01,32.24,0,0.01,0,22.4,10,2.98,30.97,0,4.75,100,0
1644,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,92.5,PINUBAN,LEDUGRO,LYCOCLA,CLADSPP,56.855,108.355,4,Lower Slope,180,S,2,0.5 – 2.0 degrees,2,Rapid,0,404,2,Moderately Dry,5,Glacial-lacustrine,9,Podzolic,20,Humo-Ferric,OST,NA,69,Loamy,NA,NA,22,4,120.25,0,26,non-calcareous,32.75,5.25,1.75,0,0,23.75,3,9.92,0,3,0,1,3.49,5.73,41.04,0,0.25,60,0
1645,2002,BS,Boreal Shield,C12,Wheeler Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,65.75,PICEMAR,VACCMYR,GEOCLIV,CLADSTE,39.1,111.4,3,Mid Slope,10,N,3,2.0 – 5.0 degrees,4,Moderately well,0,433,5,Very Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,68,Loamy,NA,NA,NA,9,118,1,24,non-calcareous,0.5,0.25,1.5,0,0,10,0,24.73,0,0,0,0,22.4,3,14.07,0,0.5,76.75,0
1646,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,79.5,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,196.8,268.3,7,Level,310,W,2,0.5 – 2.0 degrees,5,Imperfect,0,411,8,Very Moist,4,Lacustrine,2,Gleysolic,4,Luvic,ORT,Orthic,16,Loamy,NA,47,NA,31,321.74,0.25,29,non-calcareous,1.75,0.5,0,0,0,0.5,0,55.07,0,0,0,0.5,37.5,27.75,86,0,9.5,100,0
1647,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,94.5,PICEMAR,LEDUGRO,CARESPP,PLEUSCH,173.6,201.5,6,Depression,999,L,1,0 – 0.5 degrees,7,Very poor,0,412,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,REG,Rego,0,Loamy,NA,NA,11,26,241.52,20,37,non-calcareous,0.5,5.25,0,0,18.75,6.5,0,29.92,0,0,0,0,22.4,9.69,64.04,0,13.25,100,0
1648,2001,TS,Taiga Shield,A4,Striding River Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,251.5,PICEMAR,VACCVIT,NA,BRYOSPP,23.95,81.45,7,Level,999,L,1,0 – 0.5 degrees,1,Very rapid,0,444,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,19,Sandy,NA,NA,NA,4,76.5,0,25,non-calcareous,0.5,0.5,0,0,0,1.75,0,12.7,0,0,0,3,10,0,11.5,0,0,51.5,0
1649,2001,TS,Taiga Shield,A4,Striding River Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,156,PICEMAR,VACCVIT,NA,PLEUSCH,77.76,166.21,1,Crest,47,E,3,2.0 – 5.0 degrees,1,Very rapid,0,448,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,61,Sandy,NA,NA,NA,4,154.99,0.5,29,non-calcareous,0.5,0.5,0.25,0.25,0,6.5,0,39.36,0,0,0,0,37.5,2.98,32.26,0,0,80.75,0
1650,2001,TS,Taiga Shield,A4,Striding River Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,214,PICEMAR,LEDUGRO,RUBUCHA,CLADRAN,24.21,58.26,3,Mid Slope,25,N,3,2.0 – 5.0 degrees,7,Very poor,1,447,9,Moderately Wet,7,Organic,7,Cryosolic,17,Organic        ,MES,Mesic,0,Organic Fibric,NA,NA,60,160,135.25,0,31,non-calcareous,1.75,0.5,0,0,0,1.75,0,12.03,0,0,0,0,10,2.25,11.44,0,3,100,0
1651,2001,TS,Taiga Shield,A4,Striding River Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,184,PICEMAR,VACCVIT,RUBUCHA,PLEUSCH,47.91,117.66,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,1,441,9,Moderately Wet,7,Organic,7,Cryosolic,17,Organic        ,MES,Mesic,0,Organic Fibric,NA,NA,100,160,170.75,0,31,non-calcareous,3,1.75,0,0,0,3,0,25.2,0,0,0,0,20,6.5,13.54,0,10,100,0
1652,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,64.25,PICEMAR,VACCMYR,NA,CLADMIT,79.05,190.4,4,Lower Slope,360,N,3,2.0 – 5.0 degrees,1,Very rapid,0,418,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,52,Sandy,NA,NA,NA,7,201.25,0.5,25,non-calcareous,0.5,0.5,0,0,0,15,0,64.26,0,0,0,0,63.63,1.75,12.25,0,0,100,0
1653,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,133,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,180.75,256.15,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,430,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,REG,Rego,63,Loamy,NA,10,65,30,294.43,1.25,32,non-calcareous,1.75,0.5,0,0,0,5.25,0,41.81,0,0,0,0,37.5,6.89,91.7,0,7.75,100,0
1654,1999 2000,BS,Boreal Shield,D6,Wollaston lake Plain,BS7,Black spruce/blueberry/lichen,Moderately dry sand,75,PICEMAR,LEDUGRO,EQUISYL,CLADMIT,160.2,219.55,7,Level,999,L,1,0 – 0.5 degrees,2,Rapid,0,420,3,Moderately Fresh,5,Glacial-lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Loamy,66,NA,66,7,208.75,0.5,29,non-calcareous,3,1.75,0,0.25,0,10,0,62.89,0,0,0,0,60.94,5,56.31,0,0.25,59.25,0
1655,1999 2000,BS,Boreal Shield,D9,Sisipuk Plain,BS15,Trembling aspen - white birch/green alder,Moderately fresh loamy sand,55.75,POPUTRE,ALNUCRI,TRIEBOR,HYLOSPL,122.08,160.78,2,Upper Slope,130,E,5,9.0 – 15.0 degrees,2,Rapid,0,431,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,53,Loamy,NA,NA,NA,13,150.53,0.5,31,non-calcareous,18.755,18.755,0,0,0,41.25,28,12.7,20,10,0,3,10,0,24.78,0,55.77,25.25,0
1656,1999 2000,BS,Boreal Shield,C12,Wheeler Upland,BS17,Black spruce treed bog,Very moist mesic organic,NA,PICEMAR,LEDUGRO,LYCOANN,CLADMIT,168.6,217.6,5,Toe Slope,60,E,2,0.5 – 2.0 degrees,5,Imperfect,0,403,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,REG,Rego,0,Loamy,NA,NA,36,8,261.96,2.25,41,non-calcareous,0.5,0.5,0.25,0,0,6.5,0,68.2,0,0,0,0,62.5,15.21,69.77,0,9.5,91.5,0
1657,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,121.75,PICEMAR,LEDUGRO,NA,CLADMIT,114.05,197.75,2,Upper Slope,280,W,2,0.5 – 2.0 degrees,2,Rapid,0,392,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,81,Loamy,94,NA,94,9,181.25,0,28,non-calcareous,6.5,20.25,0,0,0,41.25,0,39.31,0,0,0,20.4,22.4,1.75,53.96,0,0,71.25,0
1659,1999 2000,BS,Boreal Shield,D4,Foster Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,90.5,PICEMAR,LEDUGRO,EQUISYL,PLEUSCH,71.56,144.11,7,Level,999,L,1,0 – 0.5 degrees,6,Poor,0,356,8,Very Moist,5,Glacial-lacustrine,2,Gleysolic,5,Gleysol,REG,Rego,0,Loamy,101,NA,101,18,157.76,1.5,25,non-calcareous,11.5,1.75,0,0,0,20,0,28.36,0,0,0,10,20.4,0.01,35.03,0,0.5,86.75,0
